date;time;channel;ministry;subject;contactReason;outcome;pageTitle;forward;forwardCode
2023-09-13;15:57;Inkomend telefoongesprek;EZK;energie thuis;Vraag;Doorverwezen;Subsidie voor duurzame energie en energiebesparing koopwoning aanvragen;;
2023-09-13;15:57;Inkomend telefoongesprek;BZK;paspoort en identiteitskaart;Vraag;Beantwoord;Waar kan ik een paspoort of ID-kaart aanvragen als ik in het buitenland woon?;;
2023-09-13;15:58;Inkomend telefoongesprek;BZK;paspoort en identiteitskaart;Vraag;Beantwoord;Wat moet ik doen als ik mijn paspoort of identiteitskaart kwijt ben?;;
2023-09-13;16:00;Inkomend telefoongesprek;EZK;koopkracht;Vraag;Beantwoord;Wanneer krijg ik de tegemoetkoming voor de energiekosten als ik een blokaansluiting heb?;;
2023-09-13;16:00;Inkomend telefoongesprek;SZW;buitenlandse werknemers;Vraag;Beantwoord;Mag ik personeel uit het buitenland in dienst nemen?;;
2023-09-13;16:02;E-mail;SZW;inburgeren in nederland;Vraag;Beantwoord;Inburgeren in Nederland;;
2023-09-13;16:02;Inkomend telefoongesprek;JENV;bezwaar en beroep;Vraag;Doorverwezen;Wat kan ik doen als de overheid te laat beslist over mijn aanvraag of bezwaar?;;
2023-09-13;16:03;Inkomend telefoongesprek;JENV;straffen en maatregelen;Vraag;Doorverwezen;Wat gebeurt er als ik een boete krijg voor een verkeersovertreding of snelheidsovertreding?;;
2023-09-13;16:03;Inkomend telefoongesprek;BZK;gemeenten;Vraag;Beantwoord;Hoe kan ik mijn verhuizing doorgeven aan de gemeente?;;
2023-09-13;16:05;Inkomend telefoongesprek;VWS;coronavirus covid-19;Vraag;Beantwoord;Coronabewijs voor reizen naar het buitenland;;
2023-09-13;16:06;Inkomend telefoongesprek;SZW;vakantiedagen en vakantiegeld;Vraag;Beantwoord;Moet ik vakantiedagen inleveren tegen ziektedagen of bijzonder verlof?;;
2023-09-13;16:08;Inkomend telefoongesprek;BZK;woning huren;Vraag;Beantwoord;Hoe zorg ik ervoor dat de verhuurder slecht onderhoud aanpakt?;;
2023-09-13;16:08;Inkomend telefoongesprek;BZK;paspoort en identiteitskaart;Vraag;Beantwoord;Hoe lang is een paspoort of Nederlandse identiteitskaart geldig?;;
2023-09-13;16:12;WhatsApp;LNV;-;Vraag;Beantwoord;Christianne van der Wal-Zeggelink;;
2023-09-13;16:12;Inkomend telefoongesprek;SZW;bijbaan vakantiewerk en stage door jongeren;Vraag;Beantwoord;Hoeveel uur mogen kinderen van 15 jaar werken?;;
2023-09-13;16:14;Inkomend telefoongesprek;EZK;duurzame energie;Vraag;Beantwoord;Kernenergie in Nederland;;
2023-09-13;16:14;Inkomend telefoongesprek;SZW;koopkracht;Vraag;Beantwoord;Hoe vraag ik de eenmalige energietoeslag 2023 aan?;;
2023-09-13;16:15;Inkomend telefoongesprek;VWS;medicijnen;Vraag;Beantwoord;Wat heb ik nodig als ik mijn medicijnen meeneem op reis?;;
2023-09-13;16:16;Inkomend telefoongesprek;VWS;vaccinatie tegen het coronavirus;Vraag;Beantwoord;Eerste coronaprikken najaarsronde 2023 vanaf 2 oktober gezet;;
2023-09-13;16:19;Inkomend telefoongesprek;DUO;immigratie naar nederland;Vraag;Beantwoord;Moet ik al met mijn inburgering beginnen in het land van herkomst?;;
2023-09-13;16:19;Inkomend telefoongesprek;BZK;privacy en persoonsgegevens;Vraag;Doorverwezen;Wanneer moet ik mij in de Basisregistratie Personen (BRP) laten inschrijven als ingezetene?;;
2023-09-13;16:19;Inkomend telefoongesprek;IENW;wegen;Vraag;Doorverwezen;Wat voor wegen zijn er in Nederland en wie is de wegbeheerder?;;
2023-09-13;16:20;E-mail;IENW;voertuigen op de weg;Vraag;Geen actie;Regels voor bijzondere bromfietsen;;
2023-09-13;16:20;Inkomend telefoongesprek;BZK;gemeenten;Vraag;Beantwoord;Waar kan ik een afschrift of uittreksel van de burgerlijke stand aanvragen?;;
2023-09-13;16:22;E-mail;IENW;afval;Vraag;Beantwoord;Regels over wegwerpplastic;;
2023-09-13;16:22;Inkomend telefoongesprek;FIN;-;Vraag;Doorverwezen;Organisatie ministerie van Financiën;;
2023-09-13;16:23;Inkomend telefoongesprek;BZK;bezwaar en beroep;Vraag;Doorverwezen;Hoe kan ik in (hoger) beroep gaan tegen een overheidsbeslissing?;;
2023-09-13;16:23;WhatsApp;JENV;rechtspraak en geschiloplossing;Vraag;Beantwoord;Wat zijn mijn rechten en plichten als ik word aangehouden voor een strafbaar feit?;;
2023-09-13;16:24;Inkomend telefoongesprek;IENW;rijbewijs;Vraag;Doorverwezen;Wat is het puntenrijbewijs?;;
2023-09-13;16:25;Inkomend telefoongesprek;IENW;auto;Vraag;Beantwoord;Auto;;
2023-09-13;16:27;WhatsApp;SZW;zorgverlof;Vraag;Beantwoord;Wanneer kan ik zorgverlof aanvragen?;;
2023-09-13;16:27;Inkomend telefoongesprek;OCW;middelbaar beroepsonderwijs mbo;Vraag;Beantwoord;Wat is de wettelijke hoogte van het lesgeld en cursusgeld in het mbo?;;
2023-09-13;16:29;Inkomend telefoongesprek;BZK;woning huren;Vraag;Beantwoord;Heb ik recht op huurbescherming?;;
2023-09-13;16:31;Inkomend telefoongesprek;DEF;-;Geen Rijksoverheid;Geen actie;Contact met het ministerie van Defensie;;
2023-09-13;16:31;Inkomend telefoongesprek;HC;woning huren;Vraag;Doorverwezen;Hoe zorg ik ervoor dat de verhuurder slecht onderhoud aanpakt?;;
2023-09-13;16:31;Inkomend telefoongesprek;VWS;vaccinatie tegen het coronavirus;Vraag;Beantwoord;Coronaprik: praktische informatie;;
2023-09-13;16:32;Inkomend telefoongesprek;JENV;immigratie naar nederland;Vraag;Doorverwezen;Minderjarig kind naar Nederland halen: wat moet ik regelen?;;
2023-09-13;16:32;Inkomend telefoongesprek;BZK;paspoort en identiteitskaart;Vraag;Doorverwezen;Waar kan ik een paspoort of ID-kaart aanvragen als ik in het buitenland woon?;;
2023-09-13;16:35;Inkomend telefoongesprek;JENV;erven;Vraag;Beantwoord;Wie krijgt de erfenis als er geen erfgenamen bekend zijn?;;
2023-09-13;16:37;Inkomend telefoongesprek;BUZA;paspoort en identiteitskaart;Vraag;Beantwoord;Moet ik mijn paspoort of identiteitskaart meenemen tijdens reizen naar het buitenland?;;
2023-09-13;16:37;Inkomend telefoongesprek;SZW;leven lang ontwikkelen;Vraag;Doorverwezen;STAP-budget voor scholing en ontwikkeling;;
2023-09-13;16:39;Inkomend telefoongesprek;VWS;coronavirus covid-19;Vraag;Beantwoord;Adviezen om luchtweginfecties te voorkomen;;
2023-09-13;16:44;WhatsApp;FIN;woning huren;Vraag;Doorverwezen;Huurtoeslag aanvragen;;
2023-09-13;16:44;WhatsApp;OCW;studiefinanciering;Vraag;Beantwoord;Heb ik recht op een ov-chipkaart voor studenten?;;
2023-09-13;16:45;Inkomend telefoongesprek;SZW;ouderschapsverlof;Vraag;Beantwoord;Wanneer heb ik recht op ouderschapsverlof?;;
2023-09-13;16:49;Inkomend telefoongesprek;HC;woning huren;Vraag;Beantwoord;Welke regels gelden er voor een huurverhoging?;;
2023-09-13;16:50;Inkomend telefoongesprek;VWS;zorgverzekering;Vraag;Beantwoord;Wat kan ik doen als ik veel zorgkosten heb?;;
2023-09-13;16:50;Inkomend telefoongesprek;BUZA;vakantie en reizen;Vraag;Doorverwezen;Vakantie en reizen;;
2023-09-13;16:51;E-mail;FIN;belastingverdragen;Vraag;Beantwoord;Dubbele belasting voorkomen;;
2023-09-13;16:53;Inkomend telefoongesprek;VWS;vaccinatie tegen het coronavirus;Vraag;Beantwoord;Eerste coronaprikken najaarsronde 2023 vanaf 2 oktober gezet;;
2023-09-13;16:54;WhatsApp;VWS;zorg en ondersteuning thuis;Vraag;Doorverwezen;Kan ik een vergoeding krijgen als ik een woningaanpassing nodig heb?;;
2023-09-13;16:55;Inkomend telefoongesprek;VWS;coronavirus covid-19;Vraag;Beantwoord;Adviezen om luchtweginfecties te voorkomen;;
2023-09-13;16:56;Inkomend telefoongesprek;SZW;koopkracht;Vraag;Beantwoord;Hoe vraag ik de eenmalige energietoeslag 2023 aan?;;
2023-09-13;16:56;WhatsApp;JENV;scheiden of uit elkaar gaan;Vraag;Beantwoord;Kan ik in Nederland scheiden van mijn buitenlandse partner?;;
2023-09-13;16:56;Inkomend telefoongesprek;IENW;rijbewijs;Vraag;Beantwoord;Kan ik mijn buitenlandse rijbewijs omwisselen voor een Nederlands rijbewijs?;;
2023-09-13;16:57;Inkomend telefoongesprek;VWS;kwaliteit van de zorg;Vraag;Beantwoord;In welke gevallen kan ik een klacht indienen bij een Tuchtcollege voor de Gezondheidszorg?;;
2023-09-13;16:58;Inkomend telefoongesprek;VWS;beschermd wonen en maatschappelijke opvang;Vraag;Doorverwezen;Woonruimte en begeleiding voor dakloze mensen;;
2023-09-13;16:58;Inkomend telefoongesprek;HC;woning huren;Vraag;Beantwoord;Welke kosten zijn voor de huurder en welke voor de verhuurder?;;
2023-09-13;16:58;E-mail;JENV;immigratie naar nederland;Vraag;Doorverwezen;Immigratiebeleid Nederland;;
2023-09-13;16:59;E-mail;IENW;afval;Vraag;Doorverwezen;Regels over wegwerpplastic;;
2023-09-13;16:59;Inkomend telefoongesprek;VWS;zorgverzekering;Vraag;Beantwoord;Wat kan ik doen als ik veel zorgkosten heb?;;
2023-09-13;16:59;Inkomend telefoongesprek;EZK;wet open overheid woo;Vraag;Doorgestuurd;Wat gebeurt er nadat ik een Woo-verzoek heb gedaan?;het Ministerie van Economische Zaken en Klimaat;EZ
2023-09-13;17:03;Inkomend telefoongesprek;BZK;privacy en persoonsgegevens;Vraag;Doorverwezen;Mogen organisaties mijn persoonsgegevens aan anderen doorgeven?;;
2023-09-13;17:04;WhatsApp;IENW;rijbewijs;Vraag;Beantwoord;Kan ik mijn buitenlandse rijbewijs omwisselen voor een Nederlands rijbewijs?;;
2023-09-13;17:05;Inkomend telefoongesprek;SZW;arbeidsovereenkomst en cao;Vraag;Beantwoord;Wanneer betaalt mijn werkgever mijn loon?;;
2023-09-13;17:08;E-mail;FIN;inkomstenbelasting;Vraag;Doorgestuurd;Voorkomen dubbele belasting;het Ministerie van Financiën;FIN
2023-09-13;17:10;Inkomend telefoongesprek;JENV;immigratie naar nederland;Vraag;Beantwoord;Naar Nederland komen voor partner: wat moet ik regelen?;;
2023-09-13;17:10;Inkomend telefoongesprek;BZK;digitale overheid;Vraag;Doorverwezen;Hoe vraag ik DigiD aan?;;
2023-09-13;17:11;Inkomend telefoongesprek;DEF;krijgsmacht;Vraag;Doorverwezen;Koninklijke Marechaussee;;
2023-09-13;17:14;Inkomend telefoongesprek;SZW;bijbaan vakantiewerk en stage door jongeren;Vraag;Beantwoord;Hoeveel uur mag ik werken als ik 13 of 14 jaar ben?;;
2023-09-13;17:16;Inkomend telefoongesprek;RVB;overheidspersoneel;Vraag;Beantwoord;Waar vind ik vacatures en informatie over werken of stages bij de overheid?;;
2023-09-13;17:16;Inkomend telefoongesprek;JENV;rijbewijs;Vraag;Beantwoord;Wanneer wordt mijn rijbewijs ingevorderd?;;
2023-09-13;17:17;Inkomend telefoongesprek;LNV;dierenwelzijn;Vraag;Beantwoord;Dierenwelzijn huis- en hobbydieren;;
2023-09-13;17:17;Inkomend telefoongesprek;BUZA;vakantie en reizen;Vraag;Doorverwezen;Buitenlands document legaliseren voor gebruik in Nederland;;
2023-09-13;17:18;E-mail;BZK;kwaliteit en integriteit overheidsinstanties;Vraag;Doorverwezen;Waar kan ik een klacht indienen over een overheidsinstantie?;;
2023-09-13;17:21;WhatsApp;SZW;pensioen;Vraag;Beantwoord;Waar heb ik recht op als ik met pensioen ga?;;
2023-09-13;17:23;E-mail;BZK;energie thuis;Vraag;Beantwoord;Hoe hoog is de maximale energieprestatievergoeding (EPV) van mijn huurwoning?;;
2023-09-13;17:24;E-mail;EZK;auto;Vraag;Doorgestuurd;Autodelen in Nederland;het Ministerie van Economische Zaken en Klimaat;EZ
2023-09-13;17:24;WhatsApp;DEF;defensiepersoneel;Vraag;Beantwoord;Defensiepersoneel;;
2023-09-13;17:25;Inkomend telefoongesprek;SZW;arbeidsovereenkomst en cao;Vraag;Beantwoord;Heb ik recht op een aangepast contract als ik veel overwerk?;;
2023-09-13;17:27;WhatsApp;SZW;ouderschapsverlof;Vraag;Beantwoord;Wanneer kan ik mijn ouderschapsverlof onderbreken of stopzetten?;;
2023-09-13;17:28;Inkomend telefoongesprek;BZK;kwaliteit en integriteit overheidsinstanties;Vraag;Beantwoord;Waar kan ik een klacht indienen over een overheidsinstantie?;;
2023-09-13;17:29;E-mail;JENV;straffen en maatregelen;Vraag;Beantwoord;Terugkeer naar de samenleving van gedetineerden;;
2023-09-13;17:30;E-mail;LNV;dierenwelzijn;Vraag;Beantwoord;Mag mijn kat of hond mee op vakantie?;;
2023-09-13;17:31;E-mail;JENV;immigratie naar nederland;Vraag;Beantwoord;Immigratiebeleid Nederland;;
2023-09-13;17:34;WhatsApp;SZW;ouderschapsverlof;Vraag;Beantwoord;Overzicht vormen verlof rond geboorte van en zorg voor kinderen;;
2023-09-13;17:36;Inkomend telefoongesprek;SZW;immigratie naar nederland;Vraag;Beantwoord;Moet ik al met mijn inburgering beginnen in het land van herkomst?;;
2023-09-13;17:36;Inkomend telefoongesprek;BZK;privacy en persoonsgegevens;Vraag;Beantwoord;Waar vraag ik een uittreksel uit het bevolkingsregister aan?;;
2023-09-13;17:37;Inkomend telefoongesprek;IENW;afval;Vraag;Beantwoord;Waar kan ik oude kleding en textiel inleveren?;;
2023-09-13;17:38;Inkomend telefoongesprek;VWS;zorgverzekering;Vraag;Doorverwezen;Wat kost het om een zorgverzekering af te sluiten?;;
2023-09-13;17:40;E-mail;IENW;luchtvaart;Vraag;Beantwoord;Waar kan ik klachten over geluidsoverlast van vliegtuigen melden?;;
2023-09-13;17:42;E-mail;VWS;-;Vraag;Beantwoord;Contact met het ministerie van Volksgezondheid, Welzijn en Sport;;
2023-09-13;17:43;WhatsApp;OCW;middelbaar beroepsonderwijs mbo;Vraag;Beantwoord;Wat zijn de toelatingseisen voor het mbo?;;
2023-09-13;17:43;Inkomend telefoongesprek;SZW;ziektewet-uitkering;Vraag;Beantwoord;Hoe hoog is mijn Ziektewet-uitkering?;;
2023-09-13;17:46;E-mail;SZW;pensioen;Vraag;Beantwoord;Wat is een nabestaandenpensioen?;;
2023-09-13;17:47;Inkomend telefoongesprek;OCW;passend onderwijs;Vraag;Doorverwezen;Hoe krijgt mijn kind passend onderwijs?;;
2023-09-13;17:51;Inkomend telefoongesprek;JENV;nederlandse nationaliteit;Vraag;Doorgestuurd;Nederlandse nationaliteit verliezen;het Ministerie van Justitie en Veiligheid;JENV
2023-09-13;17:54;E-mail;SZW;buitenlandse werknemers;Vraag;Beantwoord;Mag ik personeel uit het buitenland in dienst nemen?;;
2023-09-13;17:55;Inkomend telefoongesprek;VWS;medicijnen;Vraag;Doorverwezen;Wat heb ik nodig als ik mijn medicijnen meeneem op reis?;;
2023-09-13;17:55;Inkomend telefoongesprek;BZK;privacy en persoonsgegevens;Vraag;Beantwoord;Welke gegevens staan er in de Basisregistratie Personen (BRP)?;;
2023-09-13;17:57;Inkomend telefoongesprek;SZW;immigratie naar nederland;Vraag;Beantwoord;Moet ik al met mijn inburgering beginnen in het land van herkomst?;;
2023-09-13;18:00;Inkomend telefoongesprek;IENW;auto;Vraag;Beantwoord;Overheid stimuleert milieuvriendelijker rijden;;
2023-09-13;18:02;Inkomend telefoongesprek;SZW;ww-uitkering;Vraag;Beantwoord;Wanneer heb ik recht op een WW-uitkering?;;
2023-09-13;18:03;Inkomend telefoongesprek;JENV;immigratie naar nederland;Vraag;Beantwoord;Verblijf in Nederland met verblijfsvergunning;;
2023-09-13;18:06;Inkomend telefoongesprek;IENW;openbaar vervoer ov;Vraag;Beantwoord;Waar kan ik een klacht indienen over het openbaar vervoer (ov)?;;
2023-09-13;18:14;E-mail;SZW;arbeidsovereenkomst en cao;Vraag;Beantwoord;Aan welke regels moet mijn werkgever zich houden bij een arbeidsovereenkomst?;;
2023-09-13;18:14;Inkomend telefoongesprek;BZK;bouwregelgeving;Vraag;Doorverwezen;Wettelijk stelsel voor werkzaamheden aan gasverbrandingsinstallaties per 1 oktober in werking;;
2023-09-13;18:17;Inkomend telefoongesprek;BZK;bezwaar en beroep;Vraag;Beantwoord;Hoe kan ik bezwaar maken tegen een beslissing van de overheid?;;
2023-09-13;18:24;Inkomend telefoongesprek;BZK;paspoort en identiteitskaart;Vraag;Doorverwezen;Heeft mijn kind een eigen paspoort of identiteitskaart nodig?;;
2023-09-13;18:24;Inkomend telefoongesprek;SZW;bijbaan vakantiewerk en stage door jongeren;Vraag;Beantwoord;Hoeveel uur mag ik werken als ik 13 of 14 jaar ben?;;
2023-09-13;18:26;Inkomend telefoongesprek;JENV;ouderlijk gezag en voogdij;Vraag;Beantwoord;Voogd aanwijzen voor uw minderjarig kind;;
2023-09-13;18:32;E-mail;JENV;straffen en maatregelen;Vraag;Doorgestuurd;Straffen en maatregelen;de DJI;JENV-DJI
2023-09-13;18:34;WhatsApp;OCW;voortgezet algemeen volwassenenonderwijs vavo;Vraag;Beantwoord;Register Niet-bekostigde educatie inzien;;
2023-09-13;18:37;E-mail;JENV;cybercrime en cybersecurity;Mening;Doorgestuurd;Cybercrime bestrijden;het Ministerie van Justitie en Veiligheid;JENV
2023-09-13;18:40;Inkomend telefoongesprek;VWS;coronavirus covid-19;Vraag;Beantwoord;Dit najaar nieuwe vaccinatieronde tegen corona voor risicogroepen en zorgmedewerkers;;
2023-09-13;18:41;E-mail;OCW;onderwijs en internationalisering;Vraag;Beantwoord;Onderwijs en internationalisering;;
2023-09-13;18:42;Inkomend telefoongesprek;BZK;woning huren;Vraag;Doorverwezen;Kan ik huurtoeslag krijgen?;;
2023-09-13;18:45;Inkomend telefoongesprek;BZK;bouwregelgeving;Vraag;Doorverwezen;Wettelijk stelsel voor werkzaamheden aan gasverbrandingsinstallaties per 1 oktober in werking;;
2023-09-13;18:50;E-mail;VWS;zorgverzekering;Vraag;Onduidelijke vraag -> Terugbellen;Hoe ben ik voor zorg verzekerd als ik op vakantie ben in het buitenland?;;
2023-09-13;18:50;E-mail;BUZA;immigratie naar nederland;Vraag;Doorverwezen;Hoe vraag ik een Schengenvisum aan voor kort verblijf in Nederland?;;
2023-09-13;18:51;Inkomend telefoongesprek;BZK;woning huren;Vraag;Beantwoord;Huurtoeslag aanvragen;;
2023-09-13;18:52;Inkomend telefoongesprek;OCW;voortgezet onderwijs;Vraag;Doorverwezen;Kan ik mijn diploma of cijferlijst vervangen bij verlies, naamswijziging of geslachtsverandering?;;
2023-09-13;18:55;WhatsApp;EZK;energie thuis;Vraag;Doorverwezen;Krijg ik subsidie voor een warmtepomp?;;
2023-09-13;19:00;E-mail;FIN;belasting betalen;Vraag;Doorverwezen;Wanneer betaal ik erfbelasting?;;
2023-09-13;19:00;Inkomend telefoongesprek;SZW;kinderopvang;Vraag;Beantwoord;Kwaliteit kinderopvang;;
2023-09-13;19:04;E-mail;BZK;wet open overheid woo;Vraag;Beantwoord;Wet open overheid (Woo);;
2023-09-13;19:05;E-mail;OCW;hoger onderwijs;Vraag;Beantwoord;Heb ik recht op een tegemoetkoming voor het leenstelsel?;;
2023-09-13;19:12;E-mail;JENV;buitenlandse werknemers;Vraag;Onduidelijke vraag -> Terugbellen;Mag ik personeel uit het buitenland in dienst nemen?;;
2023-09-13;19:13;E-mail;BZK;-;Vraag;Doorgestuurd;Organisatie ministerie van Binnenlandse Zaken en Koninkrijksrelaties;het Ministerie van Binnenlandse Zaken en Koninkrijksrelaties;BZK
2023-09-13;19:23;WhatsApp;BZK;privacy en persoonsgegevens;Vraag;Beantwoord;Hoe kom ik aan een burgerservicenummer (BSN)?;;
2023-09-13;19:24;E-mail;IENW;rijbewijs;Vraag;Doorverwezen;Welke rijbewijzen (rijbewijscategorieën) zijn er?;;
2023-09-13;19:26;E-mail;RVB;erven;Vraag;Doorgestuurd;Wie krijgt de erfenis als er geen erfgenamen bekend zijn?;het Rijksvastgoedbedrijf;RVB
2023-09-13;19:28;Inkomend telefoongesprek;BUZA;vakantie en reizen;Vraag;Doorverwezen;Buitenlands document legaliseren voor gebruik in Nederland;;
2023-09-13;19:29;Inkomend telefoongesprek;IENW;rijbewijs;Vraag;Doorverwezen;Puntenrijbewijs en beginnersrijbewijs;;
2023-09-13;19:34;Inkomend telefoongesprek;FIN;geldzaken;Vraag;Beantwoord;Mogen winkeliers betalingen afronden op 0 eurocent of 5 eurocent?;;
2023-09-13;19:37;Inkomend telefoongesprek;JENV;nederlandse nationaliteit;Vraag;Beantwoord;Nederlander worden;;
2023-09-13;19:39;Inkomend telefoongesprek;OCW;voortgezet algemeen volwassenenonderwijs vavo;Vraag;Beantwoord;Kan ik via het vavo een diploma voortgezet onderwijs halen?;;
2023-09-13;19:40;Inkomend telefoongesprek;JENV;curatele bewind en mentorschap;Vraag;Beantwoord;Aanvragen mentorschap;;
2023-09-13;19:42;E-mail;BZK;kwaliteit en integriteit overheidsinstanties;Vraag;Beantwoord;Waar kan ik een klacht indienen over een overheidsinstantie?;;
2023-09-13;19:48;E-mail;DEF;defensieterreinen;Mening;Doorgestuurd;Waar kan ik melding maken van geluidsoverlast van militaire vliegtuigen?;het Ministerie van Defensie;DEF
2023-09-13;19:51;E-mail;JENV;-;Vraag;Doorgestuurd;Woo-verzoek indienen bij het ministerie van JenV;het Ministerie van Justitie en Veiligheid;JENV
2023-09-13;19:53;WhatsApp;JENV;wetgeving;Vraag;Beantwoord;Kwaliteit van wetten en regels;;
2023-09-13;19:55;E-mail;IENW;verkeersveiligheid;Vraag;Beantwoord;Wat is een digitale tachograaf en voor welke voertuigen is deze tachograaf verplicht?;;
2023-09-14;07:58;WhatsApp;OCW;voortgezet onderwijs;Vraag;Beantwoord;Hoe moet ik mijn kind inschrijven op de middelbare school?;;
2023-09-14;08:00;Inkomend telefoongesprek;JENV;trouwen samenlevingscontract en geregistreerd partnerschap;Vraag;Beantwoord;Waar moet ik aan denken als ik in Nederland wil trouwen met een buitenlander?;;
2023-09-14;08:02;WhatsApp;JENV;identiteitsfraude;Vraag;Doorverwezen;Waar kan ik terecht met vragen over fraude als ik twijfel over een product of dienst?;;
2023-09-14;08:04;E-mail;BZK;overheidspersoneel;Vraag;Beantwoord;Waar vind ik vacatures en informatie over werken of stages bij de overheid?;;
2023-09-14;08:06;Inkomend telefoongesprek;OCW;middelbaar beroepsonderwijs mbo;Vraag;Beantwoord;Vrijstelling examenonderdeel mbo-opleiding aanvragen;;
2023-09-14;08:09;WhatsApp;FIN;woning huren;Vraag;Beantwoord;Huurtoeslag aanvragen;;
2023-09-14;08:19;Inkomend telefoongesprek;DEF;defensiepersoneel;Vraag;Doorverwezen;Defensiepersoneel;;
2023-09-14;08:21;Inkomend telefoongesprek;BZK;paspoort en identiteitskaart;Vraag;Beantwoord;Wat moet ik doen als ik mijn paspoort of identiteitskaart kwijt ben?;;
2023-09-14;08:25;Inkomend telefoongesprek;OCW;middelbaar beroepsonderwijs mbo;Vraag;Beantwoord;Kosten mbo-opleiding;;
2023-09-14;08:31;Inkomend telefoongesprek;JENV;veiligheidsregios en crisisbeheersing;Vraag;Beantwoord;Wat is NL-Alert?;;
2023-09-14;08:32;Inkomend telefoongesprek;BZK;identiteitsfraude;Vraag;Beantwoord;Ik ben slachtoffer van identiteitsfraude. Wat kan ik doen?;;
2023-09-14;08:33;Inkomend telefoongesprek;VWS;medicijnen;Vraag;Beantwoord;Wat heb ik nodig als ik mijn medicijnen meeneem op reis?;;
2023-09-14;08:37;Inkomend telefoongesprek;IENW;rijbewijs;Vraag;Doorverwezen;Mag ik met mijn buitenlandse rijbewijs in Nederland rijden?;;
2023-09-14;08:39;Inkomend telefoongesprek;BZK;identiteitsfraude;Vraag;Beantwoord;Ik ben slachtoffer van identiteitsfraude. Wat kan ik doen?;;
2023-09-14;08:41;Inkomend telefoongesprek;IENW;openbaar vervoer ov;Vraag;Doorverwezen;Voorzieningen op stations;;
2023-09-14;08:42;Inkomend telefoongesprek;JENV;rechtspraak en geschiloplossing;Vraag;Beantwoord;Hoe kan ik een klacht indienen over mijn advocaat?;;
2023-09-14;08:43;Inkomend telefoongesprek;VWS;orgaandonatie en weefseldonatie;Vraag;Beantwoord;Hoe stel ik mijn lichaam na overlijden ter beschikking aan de wetenschap?;;
2023-09-14;08:46;Inkomend telefoongesprek;VWS;medicijnen;Vraag;Beantwoord;Wat heb ik nodig als ik mijn medicijnen meeneem op reis?;;
2023-09-14;08:47;Inkomend telefoongesprek;SZW;koopkracht;Vraag;Beantwoord;Hoe vraag ik de eenmalige energietoeslag 2023 aan?;;
2023-09-14;08:48;WhatsApp;IENW;rijbewijs;Vraag;Beantwoord;Mag ik met mijn buitenlandse rijbewijs in Nederland rijden?;;
2023-09-14;08:50;Inkomend telefoongesprek;DEF;-;Vraag;Doorverwezen;Vacatures ministerie van Defensie;;
2023-09-14;08:51;Inkomend telefoongesprek;BZK;duurzaam bouwen en verbouwen;Vraag;Beantwoord;Duurzaam bouwen;;
2023-09-14;08:52;Inkomend telefoongesprek;VWS;vaccinaties;Vraag;Doorverwezen;Vaccinaties;;
2023-09-14;08:54;Inkomend telefoongesprek;SZW;vakantiedagen en vakantiegeld;Vraag;Doorverwezen;Hoe kan ik mijn vakantiedagen opnemen?;;
2023-09-14;08:54;Inkomend telefoongesprek;DEF;defensiepersoneel;Vraag;Doorverwezen;Defensiepersoneel;;
2023-09-14;08:56;Inkomend telefoongesprek;VWS;geestelijke gezondheidszorg ggz;Vraag;Beantwoord;Zelfdoding voorkomen;;
2023-09-14;08:56;Inkomend telefoongesprek;JENV;erven;Vraag;Doorverwezen;Wat moet ik doen als ik een erfenis krijg?;;
2023-09-14;08:58;E-mail;AZ;overvallen straatroof en woninginbraak;Vraag;Doorverwezen;Maatregelen tegen woninginbraak;;
2023-09-14;09:03;Inkomend telefoongesprek;VWS;kwaliteit van de zorg;Vraag;Doorverwezen;Waar kan ik terecht met een klacht over een arts of zorginstelling?;;
2023-09-14;09:03;Inkomend telefoongesprek;BZK;woning huren;Vraag;Doorverwezen;Waarom betaal ik servicekosten en kosten voor gas, water en elektriciteit?;;
2023-09-14;09:03;Inkomend telefoongesprek;VWS;vaccinatie tegen het coronavirus;Vraag;Beantwoord;Eerste coronaprikken najaarsronde 2023 vanaf 2 oktober gezet;;
2023-09-14;09:03;Inkomend telefoongesprek;HC;armoedebestrijding;Vraag;Beantwoord;Kan ik ondersteuning krijgen bij een laag inkomen?;;
2023-09-14;09:06;WhatsApp;JENV;scheiden of uit elkaar gaan;Vraag;Beantwoord;Hoeveel kinderalimentatie krijg of betaal ik?;;
2023-09-14;09:08;Facebook;JENV;scheiden of uit elkaar gaan;Vraag;Beantwoord;Hoeveel kinderalimentatie krijg of betaal ik?;;
2023-09-14;09:09;Inkomend telefoongesprek;VWS;zorgverzekering;Vraag;Doorverwezen;Wat gebeurt er als ik de premie van mijn zorgverzekering niet betaal?;;
2023-09-14;09:09;Inkomend telefoongesprek;DEF;-;Vraag;Doorverwezen;Organisatie ministerie van Defensie;;
2023-09-14;09:09;Inkomend telefoongesprek;BZK;woning huren;Vraag;Doorverwezen;Hoe maak ik bezwaar tegen de huurverhoging voor mijn sociale huurwoning?;;
2023-09-14;09:11;Inkomend telefoongesprek;BZK;paspoort en identiteitskaart;Vraag;Beantwoord;Waar kan ik een paspoort of ID-kaart aanvragen als ik in het buitenland woon?;;
2023-09-14;09:12;Inkomend telefoongesprek;SZW;immigratie naar nederland;Vraag;Doorverwezen;Moet ik al met mijn inburgering beginnen in het land van herkomst?;;
